CaseID,Condition,Case_ID,Case_Type,Epidemiological_Classification,Facility,Facility_Sector,Facility_Type,Facility_Classification,District,Sub_District,Province,Notifier,Symptom_Date,Diagnosis_Date,Diagnosis_Method,Notification_Date,Folder_No,Patient_Name,Patient_Surname,Patient_DOB,Patient_Age,Patient_Age_Category,Patient_Age_Unit,Patient_Gender,ID_Type,Patient_ID_No,Patient_Passport_No,Patient_Contact_No,Patient_Country,Patient_Province,Patient_Suburb,Patient_City,Patient_Vital_Status,Patient_Death_Date,Patient_Admission_Status,Patient_has_Travelled,Vaccination_Status,Vaccination_last_Date,Specimen_Collected,Specimen_Barcode,Episode_Number,Case_Source,PregnancyStatus,treatment,Symptoms,patientWeight,patientheight,EthnicGroup,CurrentOccupation,OtherOccupation,HCWType,PreviousEmp,OtherPreviousEmp,Smoking,NoCigarettes,Alcohol,NoAlcoholDrinks,AlcoholGreaterSix,OtherDrugUse,CCHypertension,CCDiabetes,CCChroniccardiacdisease,CCChronicPulmonaryDisease,CCAsthma,CCChronicRenalDisease,CCMalignancy,CCTypeMalignancy,CCTB,CCHIV,CCOther,Disability,CCOtherDisability,HIVART,HIVCD4Date,HIVCD4Value,HIVVLDate,HIVVLValue,IsChildHIVExposed,PMHTBTreatment,PMHHospitalAdmission,PMHAdmissionDate,InternationalTravel3months,TraveledCountry3months,InterprovincialTravel3months,TraveledProvince3months,ContactWithAnimals,OtherAnimalContact,AdmissionFacility,AdmissionDate,AdmissionWard,AdmissionTreatment,OtherAdmissionTreatment,PatientOutcome,TransferredOutHospital,OutcomeDate,MalariaProphylaxisTaken,MalariaProphylaxisSpecify,ContactDetails
4694549,Cholera,240131_46654002,Clinical,Clinical notification,Bouca Community Health Center,PRIVATE,HOSPITAL,DOH,Bouca,Damara,Ouaka,Simon Tombalbaye,2024-01-25,2024-02-06,Laboratory confirmed,2024-02-01,656/2024,Simone,Dacko,,14.0,0,Days,Female,SA ID,805155342084.0,,611465399.0,South Africa,Ouham-Pendé,Birao,Mbomou,Alive,,Inpatient,Yes,,,,Pathcare-451673774,,Android,,,Profuse watery diarrhea|Rice-water stools|,24.0,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4679404,Cholera,240221_47082872,Clinical,Suspected case,Bambari Regional Post,PUBLIC,HOSPITAL,DOH,Bouca,Damara,Mambéré-Kadéï,François Boganda,2024-02-19,2024-03-05,Laboratory confirmed,2024-04-30,LP3300194486,Félix,Bimbo,2010-08-15,30.0,30-34,,Female,SA ID,1405185287083.0,,767888961.0,South Africa,Nana-Grébizi,Bambari,Ouham,Alive,,Inpatient,No,,,Yes,Ahnz4606nof,,Android,,,,,,,,,,,,Never smoked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4776915,Cholera,240116_46454782,Clinical,Clinical notification,Bozoum Health Center,PUBLIC,HOSPITAL,DOH,Bouca,Bambari,Ouaka,Kévin Paoua,2024-02-28,2024-01-17,Clinical signs and symptoms ONLY,2024-03-02,,Joséphine,Samba,1994-10-22,54.0,5-9,Years,Male,SA ID,,,726751311.0,South Africa,Ouham-Pendé,Sibut,Ouham,Alive,,Inpatient,No,,,Yes,ANMF0209P,,Android,,,Rice-water stools|,,,,,,,,,,,,,,,,,No,No,,No,No,,,,,No disability,,,,,,,,,,,,,,,,,,,,,,,,,,,
4735381,Cholera,240619_48635613,Clinical,Clinical notification,Bambari District Clinic,PUBLIC,CLINIC,PRIVATE HOSPITAL GROUP,Bouca,Baoro,Ouaka,Léontine Ngbanda,2024-01-14,2024-01-23,Clinical signs and symptoms ONLY,2024-02-01,88031,Frédéric,Yamissou,1996-11-11,38.0,0,Years,Female,SA ID,8504290797086.0,,662433436.0,South Africa,Mambéré-Kadéï,Ndélé,Bozoum,Alive,,Inpatient,No,,,,ANMF0063P,,Android,,,Profuse watery diarrhea|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,|,,,,,,,,,,,,
4665873,Cholera,240326_47769231,Clinical,Suspected case,Bouca Community Health Center,PUBLIC,CLINIC,DOH,Bouca,Bangui,Mambéré-Kadéï,Grégoire Dacko,2024-02-07,2024-02-15,Laboratory confirmed,2024-04-03,VT2700257239,Bernadette,Boganda,,35.0,0,Days,Female,Passport,7175299085.0,,,South Africa,Nana-Grébizi,Bossangoa,Ouham,Alive,2024-03-12,,No,,,Yes,ANLB0466P,,Android,Not Pregnant,,Rice-water stools|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4864221,Cholera,240618_46613611,Clinical,Clinical notification,Bouca Community Health Center,PUBLIC,CLINIC,DOH,Ouham,Damara,Ouham,Georgette Samba,2024-01-30,2024-01-31,Clinical signs and symptoms ONLY,2024-03-01,1016598760,Ludivine,Dacko,1974-06-20,32.0,45-49,Days,Male,SA ID,809131250080.0,600025,632852116.0,South Africa,Nana-Grébizi,Bouar,Ouham,Alive,,,No,,,Yes,,,Paper-based,,,Profuse watery diarrhea|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4665886,Cholera,240124_46610601,Clinical,Clinical notification,Bossangoa Trauma Center,PUBLIC,CLINIC,DOH,Mbomou,Baoro,Ouham-Pendé,Xénia Bossembélé,2024-01-29,2024-02-01,Clinical signs and symptoms ONLY,2024-02-08,GID22/133006,Ludivine,Yamissou,2011-03-11,40.0,0,Days,Male,SA ID,,,796550391.0,South Africa,Ouham-Pendé,Bossangoa,Ouaka,Alive,,,No,,,Yes,ANMF0201P,,Android,,,Vomiting|Severe dehydration|Profuse watery diarrhea|,,,,,,,,,,,Never,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4762959,Cholera,240101_45981471,Clinical,Clinical notification,Bouca Community Health Center,PUBLIC,HOSPITAL,DOH,Bouca,Kaga-Bandoro,Ouaka,Cyprien Damara,2024-02-21,2024-03-12,Laboratory confirmed,2024-01-29,BO2800098337,Emmanuel,Kabo,,12.0,0,Years,Female,SA ID,961117.0,,,South Africa,Nana-Grébizi,Bria,Ouham,Alive,,Inpatient,Yes,,,Yes,AIBB9358NOF,,Web,,,Rice-water stools|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other|,,,,,,,
4660052,Cholera,240226_47108891,Clinical,Clinical notification,Bouca Community Health Center,PUBLIC,HOSPITAL,DOH,Bouca,Baoro,Mambéré-Kadéï,Simone Djotodia,2024-04-10,2024-02-06,Clinical signs and symptoms ONLY,2024-03-02,LP45-72171,Léon,Yamissou,2023-03-22,49.0,0,Years,Female,Passport,,,784323547.0,South Africa,Ouham-Pendé,Bangui,Mobaye,Alive,,Outpatient,No,,,Yes,AORS7610P,NI00424620,Web,,,,,,,,,,Unemployed,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4760734,Cholera,240130_46647782,Clinical,Clinical notification,Bozoum District Health Center,PUBLIC,CLINIC,DOH,Bouca,Baoro,Ouaka,Alain Sangou,2024-01-25,2024-02-12,Clinical signs and symptoms ONLY,2024-02-01,A1780,Hubert,Bimbo,2002-09-17,59.0,0,Days,Female,SA ID,,,,South Africa,Ouham-Pendé,Berberati,Ouham,Alive,,Inpatient,Yes,,,Yes,AIHJ2951NOF,OF00231608,Web,Not Pregnant,,Profuse watery diarrhea|,,,,,,,,,,,Never,,,,,,,,,No,,,,,,No disability,,,,,,,,,,,,,,,,,,,,,,,,,,,
4711563,Cholera,240618_47769151,Clinical,Clinical notification,Bouca Community Health Center,PUBLIC,HOSPITAL,DOH,Ouaka,Bria,Ouaka,Simone Djotodia,2024-02-09,2024-01-31,Laboratory confirmed,2024-01-29,,Fabienne,Bokassa,1959-01-11,13.0,30-34,Days,Female,SA ID,,,,South Africa,Nana-Grébizi,Bossangoa,Ouham,Alive,,Inpatient,No,,,Yes,Lancet 938185016,,Paper-based,,,Profuse watery diarrhea|,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4665667,Cholera,240119_46576392,Clinical,Clinical notification,Bimbo Regional Hospital,PUBLIC,HOSPITAL,DOH,Bouca,Baoro,Ouaka,Florence Patassé,2024-05-06,2024-02-13,Clinical signs and symptoms ONLY,2024-02-09,66648,Samuel,Djotodia,1983-02-25,8.0,0,Years,Female,SA ID,961117.0,,729231229.0,South Africa,Ouham-Pendé,Bria,Ouham-Pendé,Alive,,,No,,,No,,,iOS,Not Pregnant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4708154,Cholera,240209_46915893,Clinical,Clinical notification,Bouca Community Health Center,PUBLIC,CLINIC,DOH,Bossembélé,Damara,Mambéré-Kadéï,Simone Djotodia,2024-02-01,2024-02-20,Other,2024-01-19,,Innocent,Bokassa,2008-09-13,13.0,65+,Years,Male,Passport,,,,South Africa,Nana-Grébizi,Kaga-Bandoro,Ouham,Alive,,,No,,,Yes,ANLB0466P,,Web,,,Vomiting|Rice-water stools|Profuse watery diarrhea|Severe dehydration|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4735688,Cholera,240123_46600402,Clinical,Clinical notification,Bossembélé Medical Post,PUBLIC,HOSPITAL,DOH,Bossembélé,Zémio,Ouaka,Simone Djotodia,2024-01-26,2024-01-31,Laboratory confirmed,2024-04-30,KRP 1265,Philippe,Dacko,1943-11-05,2.0,0,Days,Female,,1202285735081.0,660E88A6,784323547.0,South Africa,Nana-Grébizi,Berberati,Ouham,Alive,,Inpatient,No,,,Yes,AOBJ1906P,NI00424620,iOS,,,Profuse watery diarrhea|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4863561,Cholera,240221_47082382,Clinical,Clinical notification,Bambari Regional Post,PUBLIC,CLINIC,DOH,Mambéré-Kadéï,Damara,Ouaka,Frédéric Bozizé,2024-01-31,2024-04-08,Clinical signs and symptoms ONLY,2024-05-20,BO2800098338,André,Damara,1996-01-24,13.0,0,Days,Female,SA ID,6906135745083.0,,837150475.0,South Africa,Nana-Grébizi,Nola,Mbomou,Alive,,Outpatient,No,,,Yes,ANUV1873P,OF00228505,Android,,,Profuse watery diarrhea|Vomiting|,,,,Other,,,,,,,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4680185,Cholera,240131_46654412,Lab,Clinical notification,Sibut District Center,PUBLIC,CLINIC,DOH,Mbomou,Baoro,Ouaka,Simone Djotodia,2024-02-06,2024-02-01,Clinical signs and symptoms ONLY,2024-03-12,,Hubert,Carnot,2011-04-30,14.0,10-14,Days,Male,Passport,,,711700817.0,South Africa,Ouham-Pendé,Bossangoa,Ouham-Pendé,Alive,,Inpatient,No,,,Yes,,,Android,Not Pregnant,,,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghana,,,,,,,,,,,,,,,
4735376,Cholera,240206_46789641,Clinical,Clinical notification,Bria Regional Clinic,PUBLIC,CLINIC,PRIVATE ORGANIZATION,Bouca,Bangui,Mambéré-Kadéï,Marie-Claire Kolingba,2024-03-10,2024-01-31,Clinical signs and symptoms ONLY,2024-01-31,,Olivia,Samba,1987-09-01,47.0,45-49,Years,Male,SA ID,5612200538087.0,,611704031.0,South Africa,Nana-Grébizi,Bossangoa,Ouham,Alive,,Inpatient,No,,,Yes,,,Paper-based,Not Pregnant,,Vomiting|,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4708184,Cholera,240201_46657182,Lab,Clinical notification,Gamboula Pediatric Hospital,PUBLIC,HOSPITAL,DOH,Nana-Grébizi,Bouca,Mambéré-Kadéï,Simone Djotodia,2024-01-05,2024-01-11,Laboratory confirmed,2024-02-29,89194,Raoul,Samba,2011-09-02,24.0,0,Years,Male,Passport,,,,South Africa,Nana-Grébizi,Kaga-Bandoro,Bossangoa,Alive,,Discharged,No,,,,ANGV7938P,,Android,Not Pregnant,,Severe dehydration|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4864221,Cholera,240118_46567842,Clinical,Clinical notification,Kaga-Bandoro General Hospital,PRIVATE,CLINIC,DOH,Bouca,Baoro,Ouaka,Guy Dacko,2024-02-01,2024-02-12,Clinical signs and symptoms ONLY,2024-01-01,,Sylvie,Bozoum,1969-09-11,3.0,35-39,Years,Female,SA ID,8104200491084.0,,611704031.0,South Africa,Ouham-Pendé,Kaga-Bandoro,Vakaga,Alive,2024-03-01,Outpatient,Yes,,,Yes,AIGK1653NOF,,Android,,,Profuse watery diarrhea|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4658605,Cholera,240129_46639652,Clinical,Clinical notification,Bozoum District Health Center,PUBLIC,OTHER,DOH,Bouca,Bouar,Mambéré-Kadéï,Quitterie Sibut,2024-01-26,2024-03-01,Other,2024-05-20,,Hubert,Obo,2008-01-02,28.0,0,Days,Male,SA ID,6003200872081.0,,791533272.0,South Africa,Ouham-Pendé,Berberati,Ouham,Alive,,Inpatient,Yes,,,No,unknown,,Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
4680903,Cholera,240403_47800951,Clinical,Clinical notification,Bozoum District Health Center,PUBLIC,CLINIC,DOH,Bossembélé,Baoro,Ouaka,Simone Djotodia,2024-02-25,2024-01-17,Clinical signs and symptoms ONLY,2024-02-18,,Georgette,Kette,,47.0,25-29,Years,Male,SA ID,,,,South Africa,Ouham-Pendé,Gamboula,Bimbo,Alive,,Inpatient,No,,,Yes,ANMF0210P,,Android,,,,,,,,,,,,Never smoked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4759598,Cholera,240129_46639612,Lab,Clinical notification,Bouca Community Health Center,PUBLIC,CLINIC,DOH,Bouca,Baoro,Mambéré-Kadéï,Hélène Goumba,2024-03-16,2024-04-29,Clinical signs and symptoms ONLY,2024-02-01,7910240,Paul,Yakoma,,40.0,0,Days,Female,SA ID,1107195239084.0,,631982296.0,South Africa,Ouham-Pendé,Kaga-Bandoro,Ouham,Alive,,Outpatient,Yes,,,Yes,ANGV7938P,,Android,,,Profuse watery diarrhea|,,,,,,,,,,,,,,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other|,,,,,,,
4710889,Cholera,240130_46645082,Clinical,Suspected case,Bouca Community Health Center,PUBLIC,HOSPITAL,PRIVATE ORGANIZATION,Bouca,Damara,Ouaka,Odette Maloum,2024-01-25,2024-01-29,Clinical signs and symptoms ONLY,2024-02-01,,Jacqueline,Bokassa,2012-04-04,66.0,0,Days,Female,SA ID,,,833204251.0,South Africa,Ouham-Pendé,Berberati,Ouham,Alive,,,Yes,,,Yes,AIGJ7597NOF,,Web,Not Pregnant,,Vomiting|Profuse watery diarrhea|Severe dehydration|,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4680714,Cholera,240207_46796501,Clinical,Clinical notification,Bouca Community Health Center,PUBLIC,HOSPITAL,DOH,Bossembélé,Baoro,Ouaka,Valérie Sibut,2024-06-17,2024-02-01,Laboratory confirmed,2024-01-29,,Hortense,Yakoma,2010-08-04,2.0,0,Days,Male,SA ID,,,646697084.0,South Africa,Nana-Grébizi,Bossangoa,Mbomou,Alive,,Inpatient,No,,,Yes,ANLB0466P,,Android,,,Vomiting|Profuse watery diarrhea|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4723895,Cholera,240223_47097752,Clinical,Suspected case,Bambari District Clinic,PRIVATE,HOSPITAL,DOH,Bouca,Damara,Mambéré-Kadéï,Jacques Samba,2024-02-13,2024-02-27,Clinical signs and symptoms ONLY,2024-01-31,,Mireille,Maloum,1994-10-22,30.0,0,Days,Female,SA ID,,,634749662.0,South Africa,Ouham-Pendé,Bossangoa,Ouham,Alive,,Outpatient,,,,Yes,Pathcare#450340143,,Android,,,Profuse watery diarrhea|,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4711205,Cholera,240123_46600522,Clinical,Clinical notification,Bouca Community Health Center,PUBLIC,CLINIC,PRIVATE HOSPITAL GROUP,Bouca,Zémio,Ouaka,Simone Djotodia,2024-01-30,2024-01-29,Clinical signs and symptoms ONLY,2024-01-17,9077123,Cécile,Carnot,1955-03-28,44.0,0,Days,Male,SA ID,,,833528826.0,South Africa,Nana-Grébizi,Bimbo,Ouham,Alive,,,,,,Yes,ANMF0062P,,Android,Not Pregnant,,Rice-water stools|,,,,,,,Unemployed,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4795062,Cholera,240117_46558562,Clinical,Discarded case,Bozoum District Health Center,PUBLIC,CLINIC,DOH,Ouaka,Baoro,Ouaka,Simone Djotodia,2024-03-18,2024-03-12,Clinical signs and symptoms ONLY,2024-01-19,950604,Henriette,Bambari,2013-02-04,11.0,0,Years,Male,Passport,5005060269085.0,,680166671.0,South Africa,Ouham-Pendé,Nola,Berberati,,,,No,,,Yes,ANMF0205P,,Web,,,Profuse watery diarrhea|Severe dehydration|Vomiting|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4679038,Cholera,240305_47353812,Clinical,Clinical notification,Bossembélé Medical Facility,PUBLIC,HOSPITAL,DOH,Bouca,Baoro,Ouaka,Rachelle Djotodia,2024-01-11,2024-02-07,Clinical signs and symptoms ONLY,2024-03-13,1001265078,Rachelle,Bangassou,2012-02-28,12.0,45-49,Days,Female,Passport,,5/20981/48,606725616.0,South Africa,Ouham-Pendé,Bossangoa,Ouham,Deceased,,Inpatient,No,,,,ANGU5674P,,Android,Not Pregnant,,Profuse watery diarrhea|Vomiting|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4664634,Cholera,240221_47083321,Clinical,Clinical notification,Bouar Medical Post,PUBLIC,HOSPITAL,DOH,Nana-Grébizi,Bouar,Ouaka,Léontine Ngbanda,2024-01-30,2024-01-26,Clinical signs and symptoms ONLY,2024-01-15,89142,Suzanne,Dacko,2011-08-05,26.0,0,Days,Female,SA ID,608140830084.0,E555A960,,South Africa,Nana-Grébizi,Nola,Bimbo,Alive,,Outpatient,,,,Yes,Pathcare#450340143,,iOS,,,Profuse watery diarrhea|Vomiting|,,,,,,,,,,,,,,,,,No,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,2024-02-08,,,,,,,,,
4736823,Cholera,240201_46658962,Clinical,Clinical notification,Bossembélé Medical Facility,PUBLIC,CLINIC,DOH,Bouca,Bria,Ouaka,Florence Kaga-Bandoro,2024-01-27,2024-02-06,Clinical signs and symptoms ONLY,2024-03-12,21685,Étienne,Tombalbaye,,12.0,45-49,Years,Female,SA ID,,,765771554.0,South Africa,Ouham-Pendé,Bossangoa,Obo,Alive,,Inpatient,Yes,,,Yes,AIBC7256NOF,YA00519846,Android,Not Pregnant,,Rice-water stools|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,
4664586,Cholera,240130_46641053,Clinical,Clinical notification,Bouca Community Health Center,PUBLIC,HOSPITAL,PRIVATE HOSPITAL GROUP,Bouca,Baoro,Ouaka,Odette Maloum,2024-03-03,2024-02-22,Clinical signs and symptoms ONLY,2024-02-14,214075,Annette,Bangassou,2023-12-28,42.0,0,Days,Male,SA ID,,,745647467.0,South Africa,Ouham-Pendé,Nola,Bimbo,Alive,,Outpatient,Yes,,,No,anla0112p,,Microstrategy/SDW,Not Pregnant,,Profuse watery diarrhea|Rice-water stools|,,,,,,,,,,,Never,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isolation Ward|,,,,,,,,
4656336,Cholera,240117_46558072,Clinical,Clinical notification,Bouca Community Health Center,PUBLIC,CLINIC,DOH,Bouca,Bouca,Ouaka,Frédéric Bozizé,2024-01-28,2024-02-14,Clinical signs and symptoms ONLY,2024-02-19,,Florence,Tombalbaye,1979-06-06,48.0,0,Years,Male,SA ID,,,791986003.0,South Africa,Nana-Grébizi,Berberati,Ouham-Pendé,Alive,,Inpatient,No,,,Yes,AMVZ4087P,OA02771270,iOS,,,Rice-water stools|,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
4747416,Cholera,240123_46600522,Clinical,Clinical notification,Bouca Community Health Center,PUBLIC,CLINIC,DOH,Bouca,Bria,Haute-Kotto,Simone Djotodia,2024-02-14,2024-01-31,Clinical signs and symptoms ONLY,2024-02-22,45-185025,Amina,Dacko,1989-05-14,5.0,0,Days,Male,Passport,5202021572083.0,,791986003.0,South Africa,Nana-Grébizi,Gamboula,Ouham,Alive,,Outpatient,No,,,Yes,,,Web,,,Profuse watery diarrhea|Vomiting|,,,,,,,,,Never smoked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4735353,Cholera,240205_46778721,Clinical,Clinical notification,Carnot Community Health Center,PUBLIC,CLINIC,DOH,Ouaka,Bangui,Haute-Kotto,Simone Djotodia,2024-02-07,2024-02-01,Laboratory confirmed,2024-01-18,,Simon,Ngbanda,,26.0,0,Years,Female,SA ID,2104011372081.0,,784803330.0,South Africa,Ouham-Pendé,Baoro,Ndélé,Alive,,Outpatient,No,,,Yes,AOES0271P,,Web,,,Vomiting|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4696083,Cholera,240305_47353531,Clinical,Clinical notification,Bangassou Health Post,PUBLIC,CLINIC,DOH,Kabo,Bambari,Ouaka,Cyprien Damara,2024-02-25,2024-03-12,Clinical signs and symptoms ONLY,2024-02-20,A4812,Laurent,Ngbanda,1996-11-11,2.0,0,Years,Male,SA ID,,,768681681.0,South Africa,Ouham-Pendé,Carnot,Bozoum,Alive,,,Yes,,,Yes,AIFH7552NOF,,Android,,,Profuse watery diarrhea|,,,,,,,,,Never smoked,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,General Ward|,,,,,,,,
4664777,Cholera,240131_46655002,Clinical,Clinical notification,Bozoum District Health Center,PUBLIC,HOSPITAL,DOH,Bouca,Kabo,Ouaka,Simone Djotodia,2024-02-28,2024-05-24,Clinical signs and symptoms ONLY,2024-01-31,89800,Quentin,Yakoma,2011-07-19,4.0,30-34,Years,Male,SA ID,9310180888087.0,,,South Africa,Ouham-Pendé,Bambari,Ouham,,,Outpatient,No,,,Yes,AIBC6038N0F,NI00424620,Android,Not Pregnant,,,,,,,,,,,,,,,,,,,,,,No,,,,,,No disability,,,,,,,,,,,,,,,,,,,,,,,,,,,
4708154,Cholera,240130_46646342,Clinical,Clinical notification,Kaga-Bandoro General Hospital,PUBLIC,HOSPITAL,DOH,Bossembélé,Bossembélé,Ouaka,Léontine Ngbanda,2024-02-12,2024-02-26,Clinical signs and symptoms ONLY,2024-01-17,FH24_177837,Sophie,Nola,2021-05-11,8.0,0,Years,Female,Passport,,,785663137.0,Zimbabwe,Ouham-Pendé,Berberati,Bossangoa,Alive,,Discharged,No,,,Yes,AIPD0116P,,Web,,,Profuse watery diarrhea|Severe dehydration|Vomiting|,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4735314,Cholera,240618_47103671,Clinical,Clinical notification,Bangassou Regional Center,PUBLIC,HOSPITAL,DOH,Bouca,Bria,Ouaka,Simone Djotodia,2024-01-15,2024-01-12,Clinical signs and symptoms ONLY,2024-07-16,45-185025,Étienne,Samba,2018-05-16,13.0,0,Years,Male,Passport,,,791533272.0,South Africa,Nana-Grébizi,Bossangoa,Bozoum,Alive,,,,,,Yes,AORS7610P,,Android,,,Vomiting|,,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
